TS,QV2M,PRECTOTCORR,date
33.84,15.44,0.43,1992-09-17
34.19,14.65,0.1,1992-09-18
34.1,14.16,0.01,1992-09-19
34.37,14.04,0.0,1992-09-20
34.4,13.61,0.0,1992-09-21
34.8,13.37,0.0,1992-09-22
35.26,12.94,0.0,1992-09-23
33.15,15.56,0.2,1992-09-24
31.13,16.97,1.16,1992-09-25
27.99,18.74,10.44,1992-09-26
26.81,18.37,11.9,1992-09-27
26.58,19.1,9.17,1992-09-28
27.05,16.6,2.51,1992-09-29
30.0,15.75,0.89,1992-09-30
31.37,15.44,0.05,1992-10-01
32.07,15.08,0.04,1992-10-02
32.34,14.71,0.03,1992-10-03
31.31,14.47,0.11,1992-10-04
31.62,15.56,0.35,1992-10-05
31.51,15.5,0.07,1992-10-06
31.94,15.2,0.01,1992-10-07
32.08,14.28,0.06,1992-10-08
31.42,15.75,0.32,1992-10-09
32.37,15.93,0.16,1992-10-10
30.55,16.42,0.29,1992-10-11
31.21,16.97,1.98,1992-10-12
28.78,18.37,2.32,1992-10-13
30.69,18.43,1.48,1992-10-14
30.09,16.97,7.16,1992-10-15
28.65,15.69,4.12,1992-10-16
29.47,14.1,0.15,1992-10-17
29.88,14.59,0.0,1992-10-18
31.12,14.04,0.01,1992-10-19
29.83,14.77,0.07,1992-10-20
29.09,14.47,1.01,1992-10-21
28.86,12.27,0.23,1992-10-22
27.05,8.18,0.0,1992-10-23
25.97,7.57,0.01,1992-10-24
25.75,7.02,0.0,1992-10-25
25.87,8.18,0.0,1992-10-26
25.78,9.58,0.0,1992-10-27
27.2,10.38,0.0,1992-10-28
28.36,10.01,0.0,1992-10-29
28.37,9.77,0.0,1992-10-30
29.23,10.56,0.0,1992-10-31
29.02,10.13,0.0,1992-11-01
27.88,9.46,0.0,1992-11-02
27.14,8.48,0.0,1992-11-03
26.49,9.03,0.0,1992-11-04
26.36,8.12,0.0,1992-11-05
24.95,5.55,0.0,1992-11-06
23.99,5.25,0.0,1992-11-07
24.17,6.16,0.0,1992-11-08
24.69,8.79,0.0,1992-11-09
26.15,9.22,0.0,1992-11-10
27.08,9.64,0.0,1992-11-11
26.8,10.13,0.0,1992-11-12
26.67,9.28,0.0,1992-11-13
25.73,8.73,0.0,1992-11-14
25.46,8.0,0.0,1992-11-15
25.23,7.93,0.0,1992-11-16
24.88,7.63,0.0,1992-11-17
22.7,7.14,0.0,1992-11-18
23.55,6.35,0.01,1992-11-19
24.59,7.63,0.01,1992-11-20
24.5,7.26,0.0,1992-11-21
24.19,6.1,0.0,1992-11-22
25.54,7.32,0.0,1992-11-23
25.37,9.95,1.78,1992-11-24
23.02,8.48,0.87,1992-11-25
21.9,7.32,0.46,1992-11-26
22.55,7.87,0.0,1992-11-27
22.71,8.18,0.0,1992-11-28
23.44,8.36,0.0,1992-11-29
23.01,8.3,0.0,1992-11-30
23.72,8.61,0.0,1992-12-01
23.24,10.07,0.0,1992-12-02
22.96,9.64,0.05,1992-12-03
22.82,8.36,0.21,1992-12-04
22.62,7.08,0.13,1992-12-05
20.77,6.71,0.0,1992-12-06
20.8,6.96,0.0,1992-12-07
19.92,6.41,0.0,1992-12-08
20.48,5.92,0.0,1992-12-09
20.01,5.8,0.0,1992-12-10
19.68,5.68,0.0,1992-12-11
19.05,4.88,0.0,1992-12-12
18.52,3.66,0.0,1992-12-13
17.75,3.66,0.0,1992-12-14
18.3,4.76,0.0,1992-12-15
18.37,5.19,0.0,1992-12-16
18.9,4.58,0.0,1992-12-17
18.58,3.72,0.0,1992-12-18
18.5,4.82,0.0,1992-12-19
18.91,5.49,0.0,1992-12-20
18.73,5.37,0.0,1992-12-21
19.01,4.46,0.0,1992-12-22
18.58,5.19,0.0,1992-12-23
19.05,5.13,0.0,1992-12-24
19.05,4.39,0.0,1992-12-25
18.89,3.85,0.0,1992-12-26
18.05,4.33,0.0,1992-12-27
17.9,4.09,0.0,1992-12-28
18.53,4.03,0.0,1992-12-29
18.64,4.52,0.0,1992-12-30
18.94,5.43,0.0,1992-12-31
19.58,5.25,0.0,1993-01-01
19.76,5.31,0.0,1993-01-02
20.15,5.19,0.0,1993-01-03
20.69,5.74,0.0,1993-01-04
19.85,5.0,0.0,1993-01-05
19.48,4.15,0.0,1993-01-06
21.11,5.8,0.01,1993-01-07
22.93,9.89,5.63,1993-01-08
20.94,10.01,3.54,1993-01-09
19.3,8.24,0.0,1993-01-10
18.76,6.59,0.02,1993-01-11
19.33,5.86,0.01,1993-01-12
18.73,5.31,0.02,1993-01-13
15.15,3.42,2.01,1993-01-14
15.37,3.3,0.0,1993-01-15
15.74,3.42,0.0,1993-01-16
16.74,3.97,0.0,1993-01-17
17.82,4.64,0.0,1993-01-18
15.66,2.81,0.0,1993-01-19
14.71,2.5,0.0,1993-01-20
14.87,2.62,0.0,1993-01-21
15.78,2.56,0.0,1993-01-22
15.59,2.5,0.0,1993-01-23
15.4,2.44,0.0,1993-01-24
15.4,2.38,0.0,1993-01-25
16.24,2.56,0.0,1993-01-26
16.71,2.81,0.0,1993-01-27
18.22,4.52,0.0,1993-01-28
20.52,5.74,0.0,1993-01-29
22.08,6.16,0.0,1993-01-30
22.61,7.02,0.0,1993-01-31
21.65,7.75,5.41,1993-02-01
20.51,6.65,0.0,1993-02-02
20.84,5.68,0.0,1993-02-03
21.37,6.23,0.0,1993-02-04
22.29,6.47,0.0,1993-02-05
21.78,4.15,0.0,1993-02-06
21.69,3.3,0.0,1993-02-07
22.55,3.85,0.0,1993-02-08
23.71,4.82,0.0,1993-02-09
23.96,5.13,0.0,1993-02-10
24.56,5.8,0.0,1993-02-11
25.22,7.14,0.0,1993-02-12
24.64,5.8,0.0,1993-02-13
23.73,3.42,0.0,1993-02-14
24.23,4.46,0.13,1993-02-15
25.15,5.25,0.0,1993-02-16
26.26,5.37,0.01,1993-02-17
27.61,8.0,0.04,1993-02-18
27.33,6.29,0.19,1993-02-19
24.78,4.46,0.87,1993-02-20
22.26,1.77,0.09,1993-02-21
19.3,1.59,0.0,1993-02-22
18.43,1.59,1.76,1993-02-23
21.18,3.05,0.01,1993-02-24
22.65,3.78,0.0,1993-02-25
24.41,4.39,0.0,1993-02-26
25.32,5.37,0.0,1993-02-27
24.55,7.02,0.0,1993-02-28
24.48,7.2,0.72,1993-03-01
25.64,7.93,0.0,1993-03-02
26.37,6.35,0.05,1993-03-03
25.56,5.55,0.0,1993-03-04
25.18,4.39,0.0,1993-03-05
24.84,3.54,0.0,1993-03-06
24.9,3.17,0.0,1993-03-07
24.61,2.81,0.0,1993-03-08
26.31,3.97,0.0,1993-03-09
27.02,4.64,0.0,1993-03-10
28.01,4.33,0.0,1993-03-11
28.57,4.21,0.0,1993-03-12
29.06,4.82,0.0,1993-03-13
29.95,5.37,0.01,1993-03-14
30.4,5.13,0.01,1993-03-15
29.09,5.0,0.38,1993-03-16
27.0,3.11,0.0,1993-03-17
25.58,2.38,0.0,1993-03-18
27.21,3.72,0.0,1993-03-19
27.55,4.76,0.0,1993-03-20
26.17,3.48,0.0,1993-03-21
28.3,4.39,0.0,1993-03-22
30.16,12.02,0.92,1993-03-23
31.13,11.05,0.08,1993-03-24
29.36,11.17,0.25,1993-03-25
29.38,13.67,4.86,1993-03-26
27.85,10.01,0.76,1993-03-27
24.86,4.82,1.59,1993-03-28
25.21,3.91,0.0,1993-03-29
25.98,3.6,0.0,1993-03-30
27.53,3.91,0.0,1993-03-31
30.05,6.04,0.0,1993-04-01
32.33,10.19,0.0,1993-04-02
31.66,6.59,0.04,1993-04-03
30.48,3.6,0.0,1993-04-04
31.09,3.78,0.0,1993-04-05
32.06,5.0,0.01,1993-04-06
33.37,5.98,0.0,1993-04-07
33.74,7.45,0.32,1993-04-08
33.13,9.83,0.29,1993-04-09
33.06,10.99,1.3,1993-04-10
32.92,12.63,0.12,1993-04-11
28.36,14.71,11.56,1993-04-12
26.75,14.16,8.86,1993-04-13
29.8,12.57,1.0,1993-04-14
30.58,13.49,6.27,1993-04-15
30.57,12.63,3.28,1993-04-16
29.9,8.0,0.16,1993-04-17
29.4,6.29,0.06,1993-04-18
30.82,8.85,0.01,1993-04-19
32.01,11.54,0.0,1993-04-20
33.75,11.84,0.08,1993-04-21
34.54,11.41,0.06,1993-04-22
33.67,13.37,0.03,1993-04-23
33.74,14.71,0.78,1993-04-24
35.55,14.65,0.52,1993-04-25
35.96,14.34,0.24,1993-04-26
35.57,13.61,0.0,1993-04-27
36.72,14.22,0.02,1993-04-28
35.88,14.71,0.2,1993-04-29
35.39,14.34,0.96,1993-04-30
35.74,15.44,1.31,1993-05-01
36.35,15.81,0.16,1993-05-02
36.98,16.54,0.63,1993-05-03
35.84,17.21,4.46,1993-05-04
35.16,17.09,3.94,1993-05-05
36.02,16.85,0.29,1993-05-06
32.98,16.66,0.3,1993-05-07
33.51,17.03,6.88,1993-05-08
33.69,16.78,4.04,1993-05-09
34.4,15.44,0.45,1993-05-10
34.65,14.65,1.86,1993-05-11
35.21,13.55,0.13,1993-05-12
36.43,14.95,0.02,1993-05-13
34.91,16.05,9.9,1993-05-14
32.67,17.46,9.58,1993-05-15
33.62,16.54,1.02,1993-05-16
33.61,16.48,1.03,1993-05-17
33.75,16.72,1.88,1993-05-18
34.43,15.38,0.45,1993-05-19
33.37,16.17,4.89,1993-05-20
34.98,15.44,0.11,1993-05-21
36.23,14.34,0.04,1993-05-22
37.19,13.79,0.1,1993-05-23
37.89,14.16,0.01,1993-05-24
37.7,15.08,0.09,1993-05-25
36.1,16.48,1.22,1993-05-26
34.39,16.42,0.76,1993-05-27
34.34,15.32,1.51,1993-05-28
31.87,16.66,20.14,1993-05-29
32.03,18.01,16.02,1993-05-30
34.66,16.6,2.1,1993-05-31
35.02,16.91,1.12,1993-06-01
35.57,17.21,0.73,1993-06-02
34.58,17.4,7.09,1993-06-03
33.13,18.55,8.28,1993-06-04
34.52,16.97,0.62,1993-06-05
34.83,18.31,2.29,1993-06-06
34.39,17.94,2.72,1993-06-07
33.69,18.13,1.49,1993-06-08
34.49,17.82,0.77,1993-06-09
34.23,18.19,0.44,1993-06-10
34.46,18.37,3.13,1993-06-11
33.56,19.04,6.02,1993-06-12
34.59,17.64,0.02,1993-06-13
35.44,17.52,0.08,1993-06-14
33.83,17.76,0.13,1993-06-15
30.73,18.49,0.53,1993-06-16
29.9,19.47,1.49,1993-06-17
29.58,19.29,8.36,1993-06-18
29.83,19.41,9.07,1993-06-19
31.74,19.53,7.46,1993-06-20
30.45,18.92,1.87,1993-06-21
32.78,18.13,2.83,1993-06-22
31.15,20.02,6.83,1993-06-23
30.73,20.02,1.86,1993-06-24
30.59,20.32,0.42,1993-06-25
29.58,19.84,9.2,1993-06-26
32.67,19.23,1.51,1993-06-27
33.43,19.9,0.82,1993-06-28
32.33,20.26,1.35,1993-06-29
31.34,20.69,3.25,1993-06-30
30.08,21.3,3.73,1993-07-01
32.37,19.9,1.6,1993-07-02
31.14,19.65,0.63,1993-07-03
31.47,19.35,0.93,1993-07-04
33.46,19.47,0.38,1993-07-05
31.46,20.45,4.41,1993-07-06
30.83,20.14,2.55,1993-07-07
30.76,20.02,2.15,1993-07-08
30.26,19.65,1.07,1993-07-09
30.55,19.78,0.32,1993-07-10
32.83,19.59,0.46,1993-07-11
33.23,19.96,0.31,1993-07-12
34.08,19.23,0.22,1993-07-13
32.31,19.04,0.4,1993-07-14
30.77,19.23,1.26,1993-07-15
29.03,19.84,6.2,1993-07-16
29.75,19.78,15.13,1993-07-17
31.18,19.9,7.17,1993-07-18
32.0,19.9,1.35,1993-07-19
30.84,20.69,2.33,1993-07-20
30.05,20.87,4.96,1993-07-21
29.79,20.51,2.19,1993-07-22
30.37,19.78,7.59,1993-07-23
29.8,21.06,15.43,1993-07-24
30.09,20.81,2.2,1993-07-25
32.16,19.1,0.41,1993-07-26
32.0,19.65,0.2,1993-07-27
32.37,19.47,0.15,1993-07-28
33.21,19.29,0.32,1993-07-29
33.54,19.59,0.38,1993-07-30
33.13,19.59,0.1,1993-07-31
33.12,20.26,0.13,1993-08-01
32.44,20.26,0.2,1993-08-02
30.75,21.0,3.88,1993-08-03
30.45,21.0,8.95,1993-08-04
30.05,20.26,2.76,1993-08-05
30.27,19.47,0.9,1993-08-06
32.02,18.86,0.25,1993-08-07
32.17,19.23,0.06,1993-08-08
33.23,20.2,1.22,1993-08-09
32.56,20.39,1.76,1993-08-10
29.65,20.63,0.83,1993-08-11
32.25,19.53,1.81,1993-08-12
30.97,21.67,5.92,1993-08-13
31.12,20.39,2.22,1993-08-14
30.88,19.41,0.26,1993-08-15
32.48,19.65,0.15,1993-08-16
32.23,19.41,0.79,1993-08-17
32.68,19.71,0.33,1993-08-18
32.61,19.23,0.66,1993-08-19
30.8,20.14,1.4,1993-08-20
30.5,21.18,3.13,1993-08-21
31.35,20.45,4.17,1993-08-22
31.25,19.47,4.65,1993-08-23
29.69,20.02,5.88,1993-08-24
31.3,19.17,1.51,1993-08-25
31.03,19.78,1.66,1993-08-26
30.83,19.23,1.34,1993-08-27
31.73,18.86,0.63,1993-08-28
31.22,18.86,0.7,1993-08-29
29.26,18.86,1.25,1993-08-30
28.96,18.86,0.71,1993-08-31
28.16,18.98,1.27,1993-09-01
28.01,18.25,4.08,1993-09-02
27.67,18.37,8.34,1993-09-03
27.66,18.86,8.83,1993-09-04
29.0,18.68,1.07,1993-09-05
30.4,18.68,0.54,1993-09-06
30.06,19.1,0.97,1993-09-07
29.11,19.71,1.88,1993-09-08
29.68,19.35,1.04,1993-09-09
31.24,18.37,0.84,1993-09-10
32.58,18.13,0.66,1993-09-11
31.67,18.19,0.24,1993-09-12
29.03,19.04,1.8,1993-09-13
28.42,18.98,3.53,1993-09-14
29.62,18.74,3.46,1993-09-15
28.69,18.74,2.09,1993-09-16
30.38,18.49,0.59,1993-09-17
32.16,17.7,0.19,1993-09-18
32.42,17.7,0.0,1993-09-19
31.94,17.7,0.88,1993-09-20
29.51,18.55,3.44,1993-09-21
28.86,18.01,4.0,1993-09-22
28.49,18.25,0.33,1993-09-23
28.65,18.07,2.11,1993-09-24
28.26,18.8,5.87,1993-09-25
27.31,19.1,1.5,1993-09-26
28.66,18.13,1.3,1993-09-27
27.17,19.1,11.08,1993-09-28
29.49,18.92,4.28,1993-09-29
31.53,17.52,0.3,1993-09-30
31.23,17.52,0.38,1993-10-01
29.78,18.86,13.45,1993-10-02
30.02,17.94,6.13,1993-10-03
29.89,16.97,2.97,1993-10-04
30.55,16.17,1.6,1993-10-05
31.47,16.54,0.12,1993-10-06
31.48,17.03,0.1,1993-10-07
31.76,17.46,0.22,1993-10-08
31.78,16.6,0.3,1993-10-09
31.69,15.93,0.02,1993-10-10
31.86,16.3,0.11,1993-10-11
30.76,17.33,0.33,1993-10-12
29.45,17.52,0.91,1993-10-13
28.47,17.82,7.03,1993-10-14
28.94,17.58,4.53,1993-10-15
29.19,17.46,0.52,1993-10-16
29.9,17.21,0.74,1993-10-17
27.88,18.07,0.99,1993-10-18
28.8,16.54,0.52,1993-10-19
27.24,16.66,0.53,1993-10-20
28.66,13.73,0.55,1993-10-21
26.98,11.23,1.01,1993-10-22
26.37,9.89,0.0,1993-10-23
25.88,9.7,0.0,1993-10-24
25.71,8.79,0.0,1993-10-25
26.2,10.56,0.0,1993-10-26
26.42,10.38,0.0,1993-10-27
26.18,9.4,0.0,1993-10-28
26.0,10.19,0.0,1993-10-29
26.81,11.11,0.0,1993-10-30
28.06,11.72,0.0,1993-10-31
28.09,14.77,0.73,1993-11-01
27.44,14.83,1.11,1993-11-02
25.98,14.34,1.02,1993-11-03
27.12,13.18,1.24,1993-11-04
26.69,12.33,2.25,1993-11-05
27.05,11.6,0.04,1993-11-06
27.15,10.99,0.0,1993-11-07
27.3,10.44,0.0,1993-11-08
26.78,9.89,0.0,1993-11-09
26.43,9.4,0.0,1993-11-10
25.92,9.16,0.0,1993-11-11
25.16,8.54,0.0,1993-11-12
25.76,10.07,0.0,1993-11-13
25.73,8.67,0.0,1993-11-14
25.33,8.97,0.0,1993-11-15
25.62,9.22,0.0,1993-11-16
25.85,8.97,0.0,1993-11-17
26.08,9.34,0.0,1993-11-18
25.85,9.4,0.0,1993-11-19
25.3,8.67,0.0,1993-11-20
24.66,9.52,0.0,1993-11-21
23.9,9.4,0.0,1993-11-22
23.54,7.39,0.0,1993-11-23
22.15,6.04,0.0,1993-11-24
21.43,5.13,0.0,1993-11-25
22.16,6.77,0.0,1993-11-26
23.22,8.54,0.0,1993-11-27
23.48,8.48,0.0,1993-11-28
23.11,8.06,0.0,1993-11-29
23.34,8.0,0.0,1993-11-30
23.15,9.16,0.0,1993-12-01
23.4,7.2,0.0,1993-12-02
21.37,5.86,0.0,1993-12-03
21.22,6.47,0.0,1993-12-04
22.87,9.09,0.0,1993-12-05
23.44,8.36,0.0,1993-12-06
23.6,8.06,0.0,1993-12-07
22.01,5.31,0.0,1993-12-08
20.47,4.88,0.0,1993-12-09
20.87,5.74,0.0,1993-12-10
21.24,6.53,0.0,1993-12-11
20.85,5.86,0.0,1993-12-12
19.98,4.7,0.0,1993-12-13
18.83,4.52,0.0,1993-12-14
18.24,3.91,0.0,1993-12-15
18.98,6.59,0.0,1993-12-16
19.91,6.59,0.0,1993-12-17
20.35,6.65,0.0,1993-12-18
20.17,5.55,0.0,1993-12-19
19.78,4.46,0.0,1993-12-20
18.83,3.36,0.0,1993-12-21
18.47,3.48,0.0,1993-12-22
19.37,6.16,0.0,1993-12-23
19.65,5.49,0.0,1993-12-24
20.16,6.41,0.0,1993-12-25
20.02,5.86,0.0,1993-12-26
20.23,5.74,0.0,1993-12-27
21.01,4.94,0.0,1993-12-28
20.6,4.76,0.0,1993-12-29
20.22,5.07,0.0,1993-12-30
18.47,5.37,0.0,1993-12-31
19.9,4.46,0.0,1994-01-01
19.57,3.72,0.0,1994-01-02
20.15,5.0,0.0,1994-01-03
20.58,4.82,0.0,1994-01-04
20.75,5.55,0.0,1994-01-05
20.56,4.94,0.0,1994-01-06
19.61,4.09,0.0,1994-01-07
18.94,3.78,0.0,1994-01-08
19.46,4.27,0.0,1994-01-09
17.24,4.27,0.0,1994-01-10
20.84,4.27,0.0,1994-01-11
20.48,5.74,0.0,1994-01-12
22.1,5.55,0.0,1994-01-13
23.27,7.2,0.0,1994-01-14
23.49,8.18,0.06,1994-01-15
19.75,9.58,6.23,1994-01-16
17.39,5.49,0.04,1994-01-17
15.6,3.97,1.32,1994-01-18
16.78,4.7,0.0,1994-01-19
17.14,4.09,0.0,1994-01-20
17.84,4.09,0.0,1994-01-21
17.95,4.46,0.0,1994-01-22
17.16,3.17,0.0,1994-01-23
17.98,3.78,0.0,1994-01-24
18.38,3.42,0.0,1994-01-25
19.22,3.3,0.0,1994-01-26
20.03,4.15,0.0,1994-01-27
20.8,4.7,0.0,1994-01-28
21.47,4.64,0.0,1994-01-29
22.76,5.19,0.0,1994-01-30
23.95,8.18,2.28,1994-01-31
23.41,8.42,1.0,1994-02-01
18.21,8.3,1.77,1994-02-02
19.65,6.77,0.0,1994-02-03
19.46,5.98,0.61,1994-02-04
20.14,4.52,0.0,1994-02-05
21.04,4.64,0.0,1994-02-06
22.05,4.33,0.0,1994-02-07
22.06,4.76,0.0,1994-02-08
18.79,5.68,0.58,1994-02-09
20.03,6.53,0.0,1994-02-10
19.67,5.19,1.32,1994-02-11
19.87,4.52,0.0,1994-02-12
20.34,3.78,0.0,1994-02-13
21.06,3.78,0.0,1994-02-14
22.27,4.21,0.0,1994-02-15
21.78,3.3,0.01,1994-02-16
21.53,3.6,1.7,1994-02-17
22.76,4.64,0.0,1994-02-18
22.42,4.03,0.0,1994-02-19
23.08,3.23,0.0,1994-02-20
25.85,4.7,0.0,1994-02-21
24.65,7.81,0.13,1994-02-22
21.93,3.91,0.0,1994-02-23
20.93,3.23,0.21,1994-02-24
20.4,3.05,0.0,1994-02-25
21.6,3.05,0.0,1994-02-26
22.8,3.48,0.0,1994-02-27
25.16,4.46,0.0,1994-02-28
24.46,3.91,0.0,1994-03-01
23.34,2.38,0.0,1994-03-02
23.4,2.69,0.0,1994-03-03
23.94,2.62,0.0,1994-03-04
25.42,3.11,0.0,1994-03-05
26.51,3.78,0.0,1994-03-06
26.37,3.6,0.0,1994-03-07
26.19,3.11,0.0,1994-03-08
24.5,2.38,0.0,1994-03-09
24.81,2.26,0.0,1994-03-10
25.35,2.5,0.0,1994-03-11
26.65,3.23,0.0,1994-03-12
28.65,5.31,0.0,1994-03-13
30.27,6.41,0.0,1994-03-14
30.96,7.08,0.03,1994-03-15
31.04,6.29,0.0,1994-03-16
31.15,6.65,0.03,1994-03-17
30.56,5.0,0.02,1994-03-18
31.35,7.45,0.01,1994-03-19
32.29,6.9,0.0,1994-03-20
32.08,6.96,0.0,1994-03-21
32.93,8.73,0.0,1994-03-22
31.27,6.1,0.0,1994-03-23
29.9,4.21,0.01,1994-03-24
30.28,6.1,0.02,1994-03-25
32.54,11.96,0.03,1994-03-26
32.02,10.8,1.2,1994-03-27
30.75,8.91,0.33,1994-03-28
31.77,10.31,0.3,1994-03-29
33.2,12.27,0.12,1994-03-30
32.87,11.23,0.24,1994-03-31
34.26,11.29,0.26,1994-04-01
33.4,11.54,0.37,1994-04-02
31.01,10.99,0.98,1994-04-03
33.06,11.47,0.05,1994-04-04
33.04,10.31,0.17,1994-04-05
32.85,9.77,0.0,1994-04-06
33.25,7.45,0.02,1994-04-07
33.81,7.39,0.01,1994-04-08
32.19,5.31,0.0,1994-04-09
34.1,5.68,0.0,1994-04-10
32.28,3.78,0.0,1994-04-11
32.65,3.66,0.0,1994-04-12
34.01,5.31,0.0,1994-04-13
34.4,4.39,0.0,1994-04-14
33.97,5.0,0.0,1994-04-15
33.41,8.24,0.06,1994-04-16
34.44,9.83,0.01,1994-04-17
34.88,10.31,0.83,1994-04-18
33.35,9.16,0.32,1994-04-19
33.51,7.2,0.2,1994-04-20
34.6,12.02,0.42,1994-04-21
33.44,15.93,2.03,1994-04-22
35.4,12.39,0.39,1994-04-23
33.07,8.85,1.38,1994-04-24
34.87,11.35,0.01,1994-04-25
35.33,10.56,0.13,1994-04-26
36.44,13.06,0.03,1994-04-27
38.3,11.72,0.02,1994-04-28
38.33,10.99,0.12,1994-04-29
38.29,10.86,0.16,1994-04-30
39.07,10.93,0.04,1994-05-01
39.02,10.5,0.0,1994-05-02
38.06,8.48,0.0,1994-05-03
37.99,10.19,0.0,1994-05-04
38.63,8.48,0.0,1994-05-05
38.52,9.83,0.0,1994-05-06
38.47,9.09,0.0,1994-05-07
38.93,12.39,0.13,1994-05-08
38.24,13.18,0.46,1994-05-09
38.48,12.94,1.25,1994-05-10
37.31,10.5,1.48,1994-05-11
35.89,8.54,0.69,1994-05-12
37.48,10.38,0.62,1994-05-13
37.5,10.31,0.25,1994-05-14
38.28,12.63,0.1,1994-05-15
38.19,13.49,0.3,1994-05-16
38.08,13.55,0.33,1994-05-17
34.67,15.32,16.02,1994-05-18
31.91,17.15,9.34,1994-05-19
33.05,16.6,3.59,1994-05-20
33.79,17.15,0.84,1994-05-21
34.86,16.72,0.2,1994-05-22
33.53,17.82,1.66,1994-05-23
33.37,17.64,0.05,1994-05-24
32.26,18.25,0.67,1994-05-25
35.33,16.78,1.13,1994-05-26
33.95,17.76,2.52,1994-05-27
35.71,17.7,0.1,1994-05-28
36.19,18.13,0.05,1994-05-29
36.52,17.82,0.16,1994-05-30
36.85,18.01,0.76,1994-05-31
37.03,17.4,2.16,1994-06-01
38.27,17.21,0.84,1994-06-02
37.87,18.01,0.49,1994-06-03
37.1,18.13,0.27,1994-06-04
33.94,19.23,6.35,1994-06-05
33.87,19.17,5.2,1994-06-06
34.66,19.29,2.52,1994-06-07
35.37,18.68,0.04,1994-06-08
33.62,18.31,0.05,1994-06-09
32.69,18.62,0.09,1994-06-10
31.15,18.68,1.29,1994-06-11
29.4,20.63,4.49,1994-06-12
29.37,20.69,11.16,1994-06-13
31.1,20.45,5.04,1994-06-14
33.59,19.47,2.35,1994-06-15
31.44,20.32,3.64,1994-06-16
31.94,19.41,1.92,1994-06-17
32.05,19.78,2.49,1994-06-18
33.05,20.32,1.59,1994-06-19
32.55,19.59,0.79,1994-06-20
33.71,20.08,2.68,1994-06-21
33.03,20.14,1.68,1994-06-22
31.3,19.23,0.83,1994-06-23
32.57,19.65,1.53,1994-06-24
32.9,19.9,2.13,1994-06-25
32.16,19.59,1.3,1994-06-26
32.45,19.1,2.3,1994-06-27
29.8,20.08,23.04,1994-06-28
28.68,20.39,15.54,1994-06-29
29.93,20.57,6.16,1994-06-30
30.83,20.51,5.85,1994-07-01
31.12,19.84,1.26,1994-07-02
30.46,18.74,2.35,1994-07-03
30.06,19.47,2.73,1994-07-04
31.61,19.1,1.51,1994-07-05
31.56,18.8,0.83,1994-07-06
31.31,20.69,3.39,1994-07-07
30.9,20.75,6.86,1994-07-08
30.81,20.75,2.83,1994-07-09
32.19,19.65,0.72,1994-07-10
31.78,19.84,0.38,1994-07-11
31.67,19.65,0.5,1994-07-12
30.33,20.94,0.77,1994-07-13
30.28,20.51,1.75,1994-07-14
30.11,20.63,1.22,1994-07-15
31.31,20.08,1.29,1994-07-16
32.69,19.84,0.73,1994-07-17
31.41,19.41,0.48,1994-07-18
30.4,19.71,1.75,1994-07-19
31.93,19.17,1.64,1994-07-20
30.78,18.98,2.32,1994-07-21
29.43,19.71,2.35,1994-07-22
32.03,19.41,2.81,1994-07-23
32.54,19.53,3.09,1994-07-24
31.01,20.02,1.56,1994-07-25
30.92,19.9,0.94,1994-07-26
33.65,19.47,2.03,1994-07-27
31.31,20.57,2.51,1994-07-28
30.72,20.75,3.24,1994-07-29
31.66,19.47,2.94,1994-07-30
30.63,19.9,1.4,1994-07-31
33.01,20.02,0.83,1994-08-01
32.05,20.57,0.19,1994-08-02
31.15,19.59,3.85,1994-08-03
30.28,20.87,4.77,1994-08-04
30.97,19.96,1.25,1994-08-05
32.09,19.65,1.82,1994-08-06
32.58,19.47,2.43,1994-08-07
31.79,20.2,1.18,1994-08-08
32.51,19.23,0.79,1994-08-09
32.35,19.29,0.53,1994-08-10
30.98,19.9,1.37,1994-08-11
30.21,20.2,4.76,1994-08-12
29.92,20.2,3.46,1994-08-13
30.21,20.26,1.11,1994-08-14
32.36,19.78,3.51,1994-08-15
32.48,19.23,1.82,1994-08-16
32.12,18.74,0.35,1994-08-17
30.98,18.62,0.29,1994-08-18
32.78,18.86,1.18,1994-08-19
33.3,19.41,0.41,1994-08-20
34.58,19.23,0.39,1994-08-21
30.64,19.23,0.82,1994-08-22
30.6,19.59,2.97,1994-08-23
29.7,19.9,2.79,1994-08-24
29.8,19.53,2.64,1994-08-25
32.08,18.43,1.29,1994-08-26
31.65,18.37,1.53,1994-08-27
32.26,18.19,1.17,1994-08-28
32.22,18.55,0.31,1994-08-29
30.96,18.98,3.49,1994-08-30
29.62,20.02,4.03,1994-08-31
29.24,18.86,1.04,1994-09-01
30.78,18.43,0.53,1994-09-02
31.79,18.13,0.29,1994-09-03
31.44,18.01,0.9,1994-09-04
31.85,18.43,0.88,1994-09-05
31.64,19.35,4.19,1994-09-06
32.92,19.23,2.12,1994-09-07
33.12,18.86,0.36,1994-09-08
31.12,18.19,0.68,1994-09-09
30.4,18.74,1.52,1994-09-10
31.3,18.07,0.66,1994-09-11
32.26,18.31,4.9,1994-09-12
29.78,19.9,4.84,1994-09-13
29.45,19.53,1.78,1994-09-14
31.52,18.31,1.12,1994-09-15
30.12,18.55,0.63,1994-09-16
30.44,18.43,4.89,1994-09-17
31.0,18.55,2.32,1994-09-18
29.56,19.1,1.26,1994-09-19
29.12,17.21,3.67,1994-09-20
28.09,18.13,11.98,1994-09-21
